TV Series,Utterances,dialog_ids,uttr_ids,seasons,episodes,start_times,end_times,sentiment,emotion,intensity,emotion2,intensity2,emotion3,intensity3
GA,hey,13,11,1,7,00:10:39:880,00:10:40:601,positive,joy,1,like,2,,
GA,whoa,13,12,1,7,00:10:43:173,00:10:43:806,negative ,surprise,3,disgust,2,,
GA,got the flu?,13,13,1,7,00:10:44:404,00:10:45:170,negative ,surprise,1,disgust,3,,
GA,"yeah, and thanks for it",13,14,1,7,00:10:45:266,00:10:46:496,negative ,anger,2,disgust,3,,
GA,it's making my life so much easier,13,15,1,7,00:10:46:577,00:10:47:908,negative ,anger,2,disgust,3,,
GA,i didn't give it to you. it's all over the hospital,13,16,1,7,00:10:48:258,00:10:50:591,negative ,sadness,1,anger,2,,
GA,you should be in bed,13,17,1,7,00:10:51:344,00:10:52:393,negative ,sadness,1,disgust,2,,
GA,"disease, diagnosis, and prescription from one man",13,18,1,7,00:10:53:050,00:10:55:906,negative ,anger,1,disgust,2,,
GA,"seriously, i'll give you a ride home",13,19,1,7,00:10:56:439,00:10:58:251,positive,like,2,sadness,1,,
GA,what do you mean?,14,0,1,7,00:14:33:134,00:14:34:015,negative ,surprise,2,fear,3,,
GA,she has what looks like an abscess under her diaphragm,14,1,1,7,00:14:34:912,00:14:37:999,negative ,sadness,2,fear,1,,
GA,"an edema, which is a swelling of the bowel wall",14,2,1,7,00:14:38:081,00:14:40:953,negative ,sadness,2,fear,1,,
GA,i can't say for certain she'll recover completely,14,3,1,7,00:14:41:055,00:14:43:359,negative ,sadness,2,fear,2,,
GA,"just... do whatever you have to do to make her well, okay?",14,4,1,7,00:14:45:728,00:14:49:391,negative ,sadness,3,fear,3,,
GA,you look like a princess,14,5,1,7,00:14:52:416,00:14:53:763,positive,acceptance,2,joy,1,,
GA,do you know you're a princess?,14,6,1,7,00:14:53:839,00:14:54:890,positive,joy,2,,,,
GA,it's not lipstick,14,7,1,7,00:14:55:299,00:14:57:347,positive,acceptance,2,joy,1,,
GA,"it's not lipstick? no, it's not lipstick",14,8,1,7,00:14:57:510,00:14:59:384,positive,joy,1,,,,
GA,want to do my shoulder?,14,9,1,7,00:14:59:498,00:15:00:702,neutral,neutral,,,,,
GA,"oh, good. - and nose?",14,10,1,7,00:15:01:029,00:15:02:799,neutral,neutral,,,,,
GA,"now, we're gonna find out what's causing these seizures",14,11,1,7,00:15:03:103,00:15:05:053,negative ,sadness,2,,,,
GA,does mri know we're coming down?,14,12,1,7,00:15:05:739,00:15:07:260,neutral,neutral,,,,,
GA,you said c.t,14,13,1,7,00:15:07:346,00:15:08:509,neutral,neutral,,,,,
GA,now i'm saying mri,14,14,1,7,00:15:09:430,00:15:10:685,neutral,neutral,,,,,
GA,it's available,14,15,1,7,00:15:11:548,00:15:12:628,positive,acceptance,2,,,,
GA,good,14,16,1,7,00:15:13:389,00:15:14:049,positive,acceptance,3,,,,
GA,"doctor, is she gonna need surgery?",14,17,1,7,00:15:14:172,00:15:15:795,negative ,sadness,2,fear,3,,
GA,i don't know yet,14,18,1,7,00:15:16:102,00:15:16:926,negative ,sadness,3,fear,1,,
GA,"well, it's just that my wife and i, we both work",14,19,1,7,00:15:16:998,00:15:18:593,negative ,sadness,3,fear,2,,
GA,what do you think?,15,0,1,8,00:06:18:112,00:06:18:968,neutral,neutral,,,,,
GA,"the 16th, george. can you cover me or not?",15,1,1,8,00:06:19:929,00:06:22:229,negative ,anger,2,disgust,3,,
GA,"uh, yeah. i guess. why?",15,2,1,8,00:06:22:730,00:06:25:040,positive,acceptance,2,surprise,2,,
GA,it's none of your business,15,3,1,8,00:06:25:352,00:06:26:335,negative ,anger,1,disgust,3,,
GA,"a ""thank you"" would be nice",15,4,1,8,00:06:28:034,00:06:30:640,negative ,disgust,2,,,,
GA,it's just that i hardly know anything about you,15,5,1,8,00:06:30:743,00:06:33:323,negative ,anger,1,sadness,2,,
GA,i'm from new york. i like ferry boats,15,6,1,8,00:06:33:401,00:06:35:560,positive,acceptance,2,joy,1,,
GA,enough with the ferry boats. what about your friends?,15,7,1,8,00:06:35:637,00:06:38:075,negative ,anger,2,disgust,3,,
GA,i'm a surgeon. i don't have friends,15,8,1,8,00:06:38:157,00:06:39:540,negative ,sadness,2,,,,
GA,everybody has friends,15,9,1,8,00:06:39:622,00:06:40:973,negative ,anger,1,disgust,3,,
GA,"i mean, who do you hang out with?",15,10,1,8,00:06:41:240,00:06:43:359,negative ,anger,1,disgust,1,,
GA,what do you do on your days off?,15,11,1,8,00:06:43:488,00:06:45:131,negative ,anger,1,disgust,1,,
GA,"these are important questions. - ah, important for who?",15,12,1,8,00:06:45:233,00:06:47:927,negative ,disgust,2,,,,
GA,we're having sex every night. i think i deserve details,15,13,1,8,00:06:48:146,00:06:50:992,negative ,anger,2,disgust,3,,
GA,you have more details than most. - this is going somewhere weird,15,14,1,8,00:06:51:054,00:06:54:557,positive,acceptance,2,disgust,1,,
GA,"i want facts, and until i get them, my pants are staying on",15,15,1,8,00:06:54:808,00:06:58:244,negative ,anger,2,disgust,3,,
GA,or you could just roll with it,15,16,1,8,00:06:58:760,00:07:00:102,positive,joy,3,,,,
GA,be flexible. see what happens,15,17,1,8,00:07:00:635,00:07:02:724,positive,joy,3,,,,
GA,i'm not flexible,15,18,1,8,00:07:02:857,00:07:03:885,negative ,anger,3,,,,
GA,there i disagree,15,19,1,8,00:07:04:926,00:07:06:527,positive,joy,3,disgust,1,,
GA,there's spotting. you'll need to do a pelvic. she's pregnant,16,0,1,8,00:12:12:383,00:12:15:324,neutral,neutral,,,,,
GA,see? this. the guy's films are clear,16,1,1,8,00:12:27:126,00:12:30:683,positive,like,2,sadness,1,,
GA,there's no reason i can see for his creeping paralysis,16,2,1,8,00:12:31:211,00:12:34:179,negative ,sadness,3,disgust,2,,
GA,it's just so surprising,16,3,1,8,00:12:34:299,00:12:35:563,negative ,surprise,3,disgust,2,,
GA,i expected an intrusion into the spinal space or a bony spur in the nucleus pulposus,16,4,1,8,00:12:36:250,00:12:40:606,negative ,sadness,1,disgust,1,,
GA,"well, you were wrong",16,5,1,8,00:12:40:699,00:12:41:743,negative ,anger,1,disgust,3,,
GA,"you don't always get what you expect, do you?",16,6,1,8,00:12:41:870,00:12:43:872,negative ,anger,1,disgust,2,,
GA,what is your problem?,16,7,1,8,00:12:46:213,00:12:47:840,negative ,surprise,2,anger,1,,
GA,give me something to go on,16,8,1,8,00:12:48:004,00:12:49:720,negative ,sadness,1,disgust,1,,
GA,anything,16,9,1,8,00:12:49:828,00:12:50:610,negative ,sadness,1,anger,1,,
GA,what are your grandparents' names?,16,10,1,8,00:12:51:241,00:12:52:520,neutral,neutral,,,,,
GA,i don't have grandparents,16,11,1,8,00:12:52:607,00:12:53:636,neutral,neutral,,,,,
GA,where'd you grow up?,16,12,1,8,00:12:53:728,00:12:54:564,neutral,neutral,,,,,
GA,what's your favorite flavor of ice cream?,16,13,1,8,00:12:54:937,00:12:56:714,neutral,neutral,,,,,
GA,where'd you spend your summer vacations?,16,14,1,8,00:12:56:836,00:12:58:537,neutral,neutral,,,,,
GA,lighten up - it'll be good for your blood pressure,16,15,1,8,00:12:58:624,00:13:00:717,negative ,sadness,1,disgust,1,,
GA,"oh, don't you tell me to lighten up",16,16,1,8,00:13:00:810,00:13:03:124,negative ,anger,3,disgust,1,,
GA,i'll lighten up when i... feel light,16,17,1,8,00:13:03:482,00:13:07:083,negative ,anger,2,like,1,,
GA,don't we have treatment options?,16,18,1,8,00:13:09:566,00:13:11:280,negative ,sadness,2,fear,2,,
GA,"i-i mean, aren't there always alternatives?",16,19,1,8,00:13:11:367,00:13:13:323,negative ,sadness,2,fear,1,,
GA,"uh, i gotta go",17,0,1,9,00:03:41:106,00:03:42:736,negative ,fear,1,,,,
GA,until you don't have room for anything else,17,1,1,9,00:03:43:335,00:03:45:639,neutral,neutral,,,,,
GA,"until you're so full of secrets, you feel like you're going to burst",17,2,1,9,00:03:50:928,00:03:55:956,neutral,neutral,,,,,
GA,i had a really good time the other night,17,3,1,9,00:03:56:121,00:03:58:102,positive,acceptance,2,joy,3,,
GA,"yeah, me too",17,4,1,9,00:03:58:152,00:03:58:991,positive,acceptance,2,joy,3,,
GA,"are you, uh, feeling okay and everything?",17,5,1,9,00:03:59:662,00:04:02:128,negative ,fear,1,,,,
GA,i'm good,17,6,1,9,00:04:02:208,00:04:03:036,positive,acceptance,2,joy,3,,
GA,"great, now that i got to see you. why?",17,7,1,9,00:04:03:329,00:04:06:062,positive,joy,3,acceptance,2,,
GA,"oh, no reason. i'm good, too, you know?",17,8,1,9,00:04:06:155,00:04:08:418,negative ,sadness,1,,,,
GA,really good,17,9,1,9,00:04:08:782,00:04:09:672,positive,joy,3,,,,
GA,you know,17,10,1,9,00:04:10:338,00:04:11:085,positive,joy,1,,,,
GA,but um... a little itchy,17,11,1,9,00:04:12:094,00:04:14:746,negative ,sadness,2,fear,1,,
GA,george,17,12,1,9,00:04:14:907,00:04:15:505,neutral,neutral,,,,,
GA,hey,17,13,1,9,00:04:16:461,00:04:16:969,positive,joy,3,,,,
GA,olivia,17,14,1,9,00:04:17:066,00:04:17:763,positive,joy,3,,,,
GA,"hi, dr. stevens",17,15,1,9,00:04:17:899,00:04:19:232,positive,joy,2,,,,
GA,i'll see you later. - okay,17,16,1,9,00:04:19:719,00:04:21:336,positive,joy,2,,,,
GA,bye,17,17,1,9,00:04:22:354,00:04:23:046,positive,joy,1,,,,
GA,yeah,17,18,1,9,00:04:27:695,00:04:28:402,positive,acceptance,2,,,,
GA,she's into me,17,19,1,9,00:04:29:386,00:04:30:239,positive,acceptance,2,,,,
GA,about time i got you alone today,18,0,1,9,00:13:53:905,00:13:55:575,positive,joy,2,like,3,,
GA,olivia - - what time is your shift done?,18,1,1,9,00:14:00:427,00:14:02:593,positive,joy,2,like,3,,
GA,"because mine's over at 8:00, and i thought maybe you could come over",18,2,1,9,00:14:02:655,00:14:05:420,positive,joy,2,like,3,,
GA,olivia! i need to tell you something,18,3,1,9,00:14:05:548,00:14:07:145,negative ,sadness,2,fear,1,,
GA,what's wrong?,18,4,1,9,00:14:07:515,00:14:08:338,negative ,surprise,3,disgust,1,,
GA,are you breaking up with me?,18,5,1,9,00:14:10:391,00:14:11:395,negative ,surprise,2,anger,1,,
GA,what? no,18,6,1,9,00:14:11:473,00:14:12:312,negative ,surprise,3,disgust,2,,
GA,"oh, no, really, no",18,7,1,9,00:14:12:557,00:14:14:544,negative ,sadness,2,anger,1,,
GA,it's just,18,8,1,9,00:14:14:611,00:14:15:425,negative ,sadness,1,fear,1,,
GA,"okay, you're the only person that i've been with in a long time",18,9,1,9,00:14:17:452,00:14:22:163,positive,like,2,fear,1,,
GA,"i mean, not unusually long or anything, you know?",18,10,1,9,00:14:22:239,00:14:25:629,negative ,sadness,1,disgust,1,,
GA,just a normal amount of long time,18,11,1,9,00:14:25:721,00:14:27:720,positive,like,1,sadness,1,,
GA,but it wouldn't matter to me if you've been with someone else,18,12,1,9,00:14:27:836,00:14:30:816,neutral,neutral,,,,,
GA,maybe you have?,18,13,1,9,00:14:31:506,00:14:32:664,neutral,neutral,,,,,
GA,"i'm not accusing you of anything or, you know, judging you",18,14,1,9,00:14:33:371,00:14:36:580,neutral,neutral,,,,,
GA,"or handing out scarlet letters or anything, you know?",18,15,1,9,00:14:36:641,00:14:39:739,neutral,neutral,,,,,
GA,"you're a woman, you know?",18,16,1,9,00:14:40:334,00:14:42:622,neutral,neutral,,,,,
GA,a very attractive woman,18,17,1,9,00:14:43:017,00:14:44:142,positive,like,3,joy,1,,
GA,of course you've been with other men,18,18,1,9,00:14:44:224,00:14:46:150,negative ,sadness,1,disgust,1,,
GA,"i mean, not that you've been with a lot of men",18,19,1,9,00:14:46:218,00:14:48:234,negative ,like,2,disgust,1,,
GA,burke. you gave grey to addison. are you sure about that?,19,0,2,1,00:14:48:750,00:14:52:311,negative ,disgust,2,surprise,1,,
GA,"that's not your call, shepherd. and for the record, i'm always sure",19,1,2,1,00:14:52:387,00:14:55:879,negative ,anger,1,disgust,2,,
GA,"did you need me? as the new chief, i'm",19,2,2,1,00:14:58:060,00:15:00:255,positive,joy,1,,,,
GA,"lnterim chief. - ""chief"" nonetheless",19,3,2,1,00:15:00:328,00:15:02:853,positive,acceptance,1,joy,1,,
GA,ever attempt a standstill surgery?,19,4,2,1,00:15:02:931,00:15:04:728,positive,joy,1,,,,
GA,it's the location of the aneurysm that makes it tricky,19,5,2,1,00:15:05:133,00:15:08:227,negative ,fear,1,sadness,1,,
GA,your body temperature would be lowered to protect it and stop the heart,19,6,2,1,00:15:08:303,00:15:12:296,neutral,neutral,,,,,
GA,which stops blood flow to the brain which reduces the risk of rupture,19,7,2,1,00:15:12:374,00:15:15:866,neutral,neutral,,,,,
GA,i'll have 45 minutes to clip the aneurysm,19,8,2,1,00:15:15:944,00:15:18:242,neutral,neutral,,,,,
GA,"before i get the heart started again. - you wanna freeze my body,",19,9,2,1,00:15:18:313,00:15:21:714,negative ,surprise,3,fear,1,,
GA,"drain my blood, and stop my heart? - and bring you back",19,10,2,1,00:15:21:783,00:15:24:581,negative ,surprise,3,fear,1,,
GA,right,19,11,2,1,00:15:24:653,00:15:26:518,positive,acceptance,3,,,,
GA,"if you go over, is it free? - no",19,12,2,1,00:15:26:588,00:15:29:216,positive,acceptance,1,,,,
GA,"dr. yang, you can go and handle the pre-op labs now",19,13,2,1,00:15:29:291,00:15:32:658,neutral,neutral,,,,,
GA,how much? how much does something like this cost?,19,14,2,1,00:15:34:496,00:15:38:398,negative ,fear,2,,,,
GA,don't worry about that right now,19,15,2,1,00:15:38:467,00:15:40:594,negative ,sadness,1,,,,
GA,"look, you guys say that you can kill me and bring me back, i believe you",19,16,2,1,00:15:40:669,00:15:44:696,positive,acceptance,2,,,,
GA,"you're doctors, but i own a bar",19,17,2,1,00:15:44:773,00:15:46:900,negative ,sadness,1,fear,1,,
GA,i don't got any insurance so i'm not that concerned about the surgery,19,18,2,1,00:15:46:975,00:15:50:604,negative ,sadness,1,fear,2,,
GA,so much as what i'm gonna do when i survive it,19,19,2,1,00:15:50:679,00:15:53:239,negative ,sadness,2,fear,2,,
GA,what do you want? - what?,20,0,2,1,00:17:00:649,00:17:03:584,negative ,anger,2,disgust,1,,
GA,what do you want? you don't want to go out to dinner,20,1,2,1,00:17:03:652,00:17:06:212,negative ,anger,3,disgust,1,,
GA,"you don't want to meet me in the on-call room, and you don't want to talk to me",20,2,2,1,00:17:06:288,00:17:10:156,negative ,anger,3,disgust,1,,
GA,"i could pretend i know, but i don't have your home phone number",20,3,2,1,00:17:10:225,00:17:13:422,negative ,anger,2,disgust,1,,
GA,"so tell me, what do you want? - don't yell at me",20,4,2,1,00:17:13:495,00:17:16:760,negative ,anger,3,disgust,3,,
GA,we're having a conversation. - what do you want?,20,5,2,1,00:17:18:366,00:17:20:857,negative ,anger,2,disgust,1,,
GA,i don't know!,20,6,2,1,00:17:20:936,00:17:23:336,negative ,sadness,2,anger,1,,
GA,figure it out,20,7,2,1,00:17:28:510,00:17:30:501,negative ,anger,1,sadness,1,,
GA,what's the report?,20,8,2,1,00:17:53:831,00:17:55:696,neutral,neutral,,,,,
GA,"no report. it's very quiet today, sir",20,9,2,1,00:17:55:766,00:17:58:792,negative ,fear,1,sadness,1,,
GA,there's no gossip? surgeries i should know about?,20,10,2,1,00:17:58:869,00:18:01:565,negative ,surprise,2,disgust,1,,
GA,"now come on, what's the buzz? - you know, not in halls, not in or",20,11,2,1,00:18:01:639,00:18:05:769,negative ,anger,2,disgust,1,,
GA,not in the stairwells,20,12,2,1,00:18:05:843,00:18:07:606,negative ,sadness,1,disgust,1,,
GA,"especially nothing happening in the, you know... they're just stairwells",20,13,2,1,00:18:07:678,00:18:12:843,negative ,sadness,1,disgust,1,,
GA,"they told me you were in a nightgown, but i thought i'd come see",20,14,2,1,00:18:20:558,00:18:23:584,positive,joy,1,disgust,1,,
GA,"very nice, huh",20,15,2,1,00:18:23:661,00:18:24:753,positive,joy,2,disgust,1,,
GA,heard o'malley laid you out cold. nice eye,20,16,2,1,00:18:24:829,00:18:28:162,positive,joy,3,disgust,1,,
GA,"whoa, who sent that? - we all pitched in. the whole floor",20,17,2,1,00:18:28:232,00:18:31:861,positive,surprise,3,joy,2,,
GA,"well, please, tell the whole floor a big thank you",20,18,2,1,00:18:31:936,00:18:34:700,positive,joy,3,like,3,,
GA,oh... uh,21,0,2,2,00:06:04:964,00:06:06:329,negative ,sadness,1,,,,
GA,a pericardial window. - excellent. do it,21,1,2,2,00:06:06:399,00:06:08:731,positive,acceptance,2,,,,
GA,"grey, you're done here. i got a bowel obstruction for you",21,2,2,2,00:06:08:801,00:06:12:100,neutral,neutral,,,,,
GA,fun. - at least your patient's still alive,21,3,2,2,00:06:13:039,00:06:16:736,negative ,sadness,2,disgust,1,,
GA,"what next, doctor?",21,4,2,2,00:06:20:279,00:06:22:270,positive,joy,1,,,,
GA,ok. stop. ok? that's it,21,5,2,2,00:06:53:746,00:06:56:738,negative ,anger,2,fear,1,,
GA,"that is not it. - come on, stop it. that's it",21,6,2,2,00:06:56:816,00:06:59:376,negative ,anger,2,fear,1,,
GA,it's not. hold still. - how can i with you poking me?,21,7,2,2,00:06:59:452,00:07:02:080,negative ,anger,2,fear,1,,
GA,i have to poke you to discharge you,21,8,2,2,00:07:02:155,00:07:04:020,positive,acceptance,1,disgust,1,,
GA,what makes you think he wants to be discharged?,21,9,2,2,00:07:04:090,00:07:06:456,negative ,anger,2,disgust,3,,
GA,"derek, don't you know that this hospital will crumble unless richard's here?",21,10,2,2,00:07:06:526,00:07:10:826,negative ,disgust,3,,,,
GA,adele. you're meant to be in the virgin lslands,21,11,2,2,00:07:10:897,00:07:13:457,positive,surprise,3,,,,
GA,"you are in five kinds of trouble, mister man",21,12,2,2,00:07:13:533,00:07:16:468,negative ,anger,2,,,,
GA,you had brain surgery and didn't tell me?,21,13,2,2,00:07:16:536,00:07:19:369,negative ,surprise,2,anger,3,,
GA,it was a small procedure. - it was brain surgery,21,14,2,2,00:07:19:439,00:07:21:930,negative ,anger,2,disgust,2,,
GA,didn't want to ruin your vacation. - you don't know what one is,21,15,2,2,00:07:22:008,00:07:25:341,negative ,sadness,2,disgust,2,,
GA,how would you know how to ruin it?,21,16,2,2,00:07:25:411,00:07:27:345,negative ,disgust,2,,,,
GA,"well, anyway",21,17,2,2,00:07:27:413,00:07:29:404,neutral,neutral,,,,,
GA,how did you find,21,18,2,2,00:07:29:949,00:07:32:008,negative ,surprise,2,fear,1,,
GA,it's the chief. i got to take this,22,0,2,2,00:15:36:501,00:15:39:766,positive,fear,1,like,1,,
GA,sure. george?,22,1,2,2,00:15:39:838,00:15:42:534,positive,like,2,surprise,1,,
GA,you have to call it. - call it?,22,2,2,2,00:15:44:509,00:15:46:739,negative ,surprise,2,sadness,1,,
GA,him. - oh. um,22,3,2,2,00:15:47:846,00:15:50:906,negative ,surprise,1,sadness,1,,
GA,time of death 1 :48,22,4,2,2,00:15:51:650,00:15:53:743,neutral,neutral,,,,,
GA,i got it,22,5,2,2,00:16:04:062,00:16:05:586,neutral,neutral,,,,,
GA,this guy came in this morning with ten judy doll heads in his abdomen,22,6,2,2,00:16:15:640,00:16:19:906,negative ,sadness,1,disgust,2,,
GA,is that some kind of sick or what?,22,7,2,2,00:16:19:978,00:16:22:446,negative ,sadness,1,disgust,3,,
GA,"i mean, when you think about it, those things can't be that easy to swallow",22,8,2,2,00:16:22:514,00:16:26:416,negative ,disgust,3,sadness,1,,
GA,they still got their hair on them. that's some bad spaghetti,22,9,2,2,00:16:26:485,00:16:29:921,negative ,disgust,2,joy,1,,
GA,dude's crapping toys,22,10,2,2,00:16:29:988,00:16:32:081,negative ,disgust,3,joy,1,,
GA,"you know, when you're little, you can hide",22,11,2,2,00:16:40:298,00:16:42:630,negative ,sadness,2,disgust,1,,
GA,"ignore the shouting, the screaming",22,12,2,2,00:16:44:870,00:16:46:963,negative ,sadness,2,disgust,1,,
GA,pretend like you're someplace else,22,13,2,2,00:16:47:038,00:16:49:666,negative ,sadness,1,disgust,1,,
GA,"then when you get older,... bigger,",22,14,2,2,00:16:51:176,00:16:54:771,negative ,sadness,1,disgust,1,,
GA,you feel like you should be doing something,22,15,2,2,00:16:54:846,00:16:57:713,negative ,sadness,1,disgust,1,,
GA,i'd kill to see the ellis grey in action,23,0,2,3,00:02:57:177,00:02:59:407,positive,joy,2,like,3,,
GA,maybe you can come over tonight and we can all watch it together. right?,23,1,2,3,00:02:59:479,00:03:03:245,positive,joy,1,like,2,,
GA,"oh, yeah. if this were a hell dimension",23,2,2,3,00:03:03:316,00:03:05:978,negative ,disgust,2,surprise,1,,
GA," run away, pig boy. - do you have a thing for alex?",23,3,2,3,00:03:06:052,00:03:09:886,positive,surprise,3,disgust,1,,
GA,oh,23,4,2,3,00:03:09:956,00:03:11:355,positive,surprise,3,like,1,,
GA,i don't,23,5,2,3,00:03:11:424,00:03:12:413,negative ,anger,1,disgust,1,,
GA,are we saving lives or having a tea party? walk faster,23,6,2,3,00:03:12:492,00:03:15:393,negative ,anger,3,disgust,2,,
GA,nice hat,23,7,2,3,00:03:28:708,00:03:30:699,positive,joy,3,like,3,,
GA,shut up. - what are you doing here?,23,8,2,3,00:03:30:777,00:03:32:904,negative ,anger,1,surprise,2,,
GA,going back to work. - you're not cleared for surgery,23,9,2,3,00:03:32:979,00:03:35:777,negative ,anger,1,disgust,1,,
GA,leave me alone. i've been sitting home for a week,23,10,2,3,00:03:35:848,00:03:38:510,negative ,sadness,1,anger,2,,
